"","Platform_ORF","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B","GO.Function","GO.Function.ID","GO.Component","GO.Component.ID","GO.Process","GO.Process.ID","Gene.symbol","Chromosome.Location","Standard.Error","Probability"
"1650","orf19.11662",-0.174286106625,-0.619533815032457,0.270961601782457,-0.039963893375,-0.890434007466636,0.397232044885273,0.900972406557424,-5.78335196472724,"phosphoprotein phosphatase activity///thiosulfate sulfurtransferase activity///phosphatase activity","GO:0004721///GO:0004792///GO:0016791","cellular_component","GO:0005575","dephosphorylation","GO:0016311",NA,"Contig20200:complement(49149..48688)",0.22716719816707,0.00306893213794855
"1651","orf19.12249",0.1487442145,-0.230194745471032,0.527683174471032,-0.1559942145,0.892917812381427,0.395972078580445,0.900972406557424,-5.78119103499611,"cation binding///MAP kinase serine/threonine phosphatase activity///protein serine/threonine phosphatase activity///protein serine/threonine phosphatase activity///protein serine/threonine phosphatase activity","GO:0043169///GO:1990439///GO:0004722///GO:0004722///GO:0004722","nucleus///cytoplasm","GO:0005634///GO:0005737","tRNA splicing, via endonucleolytic cleavage and ligation///inactivation of MAPK activity///negative regulation of stress-activated MAPK cascade///inactivation of MAPKK activity///negative regulation of MAPK cascade///cellular response to osmotic stress///mitochondrion inheritance///peptidyl-threonine dephosphorylation///protein dephosphorylation///pheromone-dependent signal transduction involved in conjugation with cellular fusion///pathogenesis///filamentous growth of a population of unicellular organisms in response to biotic stimulus///cellular response to biotic stimulus///filamentous growth///protein dephosphorylation","GO:0006388///GO:0000188///GO:0032873///GO:0051389///GO:0043409///GO:0071470///GO:0000001///GO:0035970///GO:0006470///GO:0000750///GO:0009405///GO:0036180///GO:0071216///GO:0030447///GO:0006470","PTC1","Contig20215:complement(149320..148193)",0.193336204066853,0.00307555063685552
"1652","orf19.12644",-0.297452883875,-1.05267633758646,0.457770569836457,0.801952883875,-0.895949183552559,0.394438209828944,0.900972406557424,-5.77854699808764,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20219:complement(104594..102660)",0.385318088628294,0.00308366815704893
"1653","orf19.11876",0.1261892695,-0.196418384129793,0.448796923129793,-0.1479392695,0.889791848095622,0.397558258568668,0.900972406557424,-5.78390984046864,"triglyceride lipase activity///hydrolase activity, acting on ester bonds","GO:0004806///GO:0016788","lipid droplet","GO:0005811","triglyceride catabolic process///cellular lipid metabolic process","GO:0019433///GO:0044255",NA,"Contig20203:104233..105207",0.164595741647853,0.00306722578251268
"1654","orf19.9208",0.34188938225,-0.552883621437631,1.23666238593763,0.630823745166667,0.91225907107979,0.393347494541989,0.900972406557424,-5.57376778068708,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","GO:0016811","extracellular region","GO:0005576","metabolic process","GO:0008152",NA,"Contig20123:complement(77683..76412)",0.456516838616139,0.00378179413191562
"1655","orf19.12887",0.1968356575,-0.309426230341122,0.703097545341122,0.4639143425,0.884441686039332,0.400283520360775,0.900972406557424,-5.78854486514759,"NAD+ ADP-ribosyltransferase activity///tRNA 2'-phosphotransferase activity///tRNA 2'-phosphotransferase activity","GO:0003950///GO:0000215///GO:0000215","nucleus///cytoplasm","GO:0005634///GO:0005737","tRNA splicing, via endonucleolytic cleavage and ligation///tRNA splicing, via endonucleolytic cleavage and ligation///tRNA splicing, via endonucleolytic cleavage and ligation","GO:0006388///GO:0006388///GO:0006388","TPT1","Contig20227:complement(104612..103989)",0.258296881551593,0.00305308531603373
"1656","orf19.8854",0.179431522625,-0.279174397215846,0.638037442465846,0.409818477375,0.890019964992327,0.397442354527358,0.900972406557424,-5.78371170202833,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20104:112751..113194",0.233982612163697,0.00306783171344271
"1657","orf19.10581",0.169492282,-0.265604227324658,0.604588791324658,-1.463992282,0.886145406803989,0.399414245065451,0.900972406557424,-5.78707138196401,"sequence-specific DNA binding///protein heterodimerization activity///single-stranded DNA binding///single-stranded DNA 3'-5' exodeoxyribonuclease activity///double-stranded DNA binding///DNA polymerase processivity factor activity","GO:0043565///GO:0046982///GO:0003697///GO:0008310///GO:0003690///GO:0030337","epsilon DNA polymerase complex","GO:0008622","leading strand elongation///error-prone translesion synthesis///replicative cell aging///DNA-dependent DNA replication///heterochromatin organization involved in chromatin silencing","GO:0006272///GO:0042276///GO:0001302///GO:0006261///GO:0070868","DPB3","Contig20163:complement(259451..258738)",0.22198801496156,0.00305757353673782
"1658","orf19.13642",0.110215954,-0.17255898763182,0.39299089563182,0.077784046,0.886633641231842,0.399165384493179,0.900972406557424,-5.78664869442057,"monocarboxylic acid transmembrane transporter activity","GO:0008028","integral component of membrane///fungal-type vacuole membrane///membrane","GO:0016021///GO:0000329///GO:0016020","transmembrane transport///monocarboxylic acid transport","GO:0055085///GO:0015718",NA,"Contig20241:137446..138843",0.14427292940399,0.00305886225405991
"1659","orf19.12686",-0.178551547,-0.635745437348045,0.278642343348045,-0.210948453,-0.888390410566728,0.398270843369252,0.900972406557424,-5.78512618504021,"GTPase activator activity///GTPase activator activity","GO:0005096///GO:0005096","mitochondrion///endoplasmic reticulum membrane","GO:0005739///GO:0005789","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway///negative regulation of Ras protein signal transduction///cellular response to oxidative stress///cellular response to metal ion///positive regulation of GTPase activity///cellular response to cold///cellular response to hydrogen peroxide///positive regulation of single-species biofilm formation on inanimate substrate","GO:0007193///GO:0046580///GO:0034599///GO:0071248///GO:0043547///GO:0070417///GO:0070301///GO:1900233","IRA2","Contig20223:1888..9819",0.233262188953084,0.00306350866953437
"1660","orf19.12665",-0.148835002375,-0.530741248573006,0.233071243823006,-0.282164997625,-0.88652090290796,0.399222839165519,0.900972406557424,-5.7867463143866,"nucleotide binding///large ribosomal subunit rRNA binding","GO:0000166///GO:0070180","cellular_component","GO:0005575","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///ribosomal large subunit biogenesis///cellular response to drug","GO:0000463///GO:0042273///GO:0035690","NOP4","Contig20220:7854..10049",0.194850125611228,0.0030585645758663
"1661","orf19.12062.1",0.12756315625,-0.19820592262407,0.45333223512407,-0.35256315625,0.890750468140774,0.397071354568328,0.900972406557424,-5.78307691746416,"","","","","","",NA,"Contig20212:complement(62626..62390)",0.16620871371126,0.00306977376387153
"1662","orf19.13884.1",-0.167505810125,-0.594992726614631,0.259981106364631,0.00700581012499999,-0.891348855223503,0.396767635998683,0.900972406557424,-5.78255661753663,"","","","","","",NA,"Contig20248:143316..143513",0.218105569637567,0.00307136647565044
"1663","orf19.7681",0.16603739175,-0.254409504617614,0.586484288117614,0.15146260825,0.898328988618375,0.393237008014609,0.900972406557424,-5.77646610561785,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20011:complement(1395..1)",0.214513722636538,0.00309007177088504
"1664","orf19.8663",-0.172824396375,-0.616433216355876,0.270784423605876,0.622324396375,-0.886228146744349,0.39937206349878,0.900972406557424,-5.78699976364405,"DNA binding///protein heterodimerization activity","GO:0003677///GO:0046982","nucleosome///nuclear subtelomeric heterochromatin///mating-type region heterochromatin///nuclear pericentric heterochromatin///nuclear heterochromatin","GO:0000786///GO:1990707///GO:0031934///GO:0031618///GO:0005720","nucleosome assembly///regulation of extent of heterochromatin assembly///cellular response to DNA damage stimulus","GO:0006334///GO:0031454///GO:0006974","HHT1","Contig20087:58481..58891",0.226331030602488,0.00305779185324529
"1665","orf19.13796",-0.1117774105,-0.395926492565995,0.172371671565995,-0.2569725895,-0.894846306152331,0.3949957725053,0.900972406557424,-5.77950980916601,"pyridoxal phosphate binding///serine C-palmitoyltransferase activity","GO:0030170///GO:0004758","SPOTS complex///endoplasmic reticulum///serine C-palmitoyltransferase complex","GO:0035339///GO:0005783///GO:0017059","biosynthetic process","GO:0009058","LCB3","Contig20247:complement(103366..101534)",0.144974021462242,0.00308070973820906
"1666","orf19.12486",-0.215739034375,-0.762230847163949,0.33075277841395,0.605239034375,-0.898019430001201,0.393393109018019,0.900972406557424,-5.7767370393845,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20216:242993..245077",0.27882235346375,0.00308923726547808
"1667","orf19.11256",0.235636256,-0.361028246900654,0.832300758900654,0.326363744,0.898364486079444,0.393219110554058,0.900972406557424,-5.77643503240772,"protein serine/threonine phosphatase activity///protein serine/threonine phosphatase activity","GO:0004722///GO:0004722","cellular_component","GO:0005575","protein dephosphorylation///protein dephosphorylation///filamentous growth of a population of unicellular organisms///pathogenesis///glycogen metabolic process","GO:0006470///GO:0006470///GO:0044182///GO:0009405///GO:0005977","PPG1","Contig20192:11316..12596",0.304420664745232,0.0030901674941086
"1668","orf19.10297",0.2426852795,-0.37724799236896,0.86261855136896,-0.1126852795,0.890510719166929,0.397193088474043,0.900972406557424,-5.78328529925612,"protein kinase activity///ATP binding///protein tyrosine kinase activity","GO:0004672///GO:0005524///GO:0004713","cellular_component","GO:0005575","protein phosphorylation","GO:0006468","RCK1","Contig20159:8464..10980",0.316292485647428,0.00306913610863408
"1669","orf19.8533",0.498979488833333,-0.798661444574465,1.79662042224113,0.889053295285714,0.893120898796019,0.398900801263414,0.900972406557424,-5.70721520964488,"nucleoside-triphosphatase activity///ATPase-coupled transmembrane transporter activity///ATP binding///ATPase activity///ATP binding///ATPase-coupled transmembrane transporter activity","GO:0017111///GO:0042626///GO:0005524///GO:0016887///GO:0005524///GO:0042626","integral component of membrane///integral component of membrane","GO:0016021///GO:0016021","transmembrane transport///xenobiotic detoxification by transmembrane export across the plasma membrane///transport","GO:0055085///GO:1990961///GO:0006810","CDR5","Contig20079:3789..5840///Contig20079:5870..8329",0.662061700718265,0.00331091194720396
"1670","orf19.10801",-0.163042820625,-0.576062388301904,0.249976747051904,-0.251957179375,-0.897990443832699,0.393407728129476,0.900972406557424,-5.77676240490243,"protein-arginine omega-N asymmetric methyltransferase activity///histone methyltransferase activity (H4-R3 specific)///histone-arginine N-methyltransferase activity///protein-arginine omega-N monomethyltransferase activity///protein-arginine N-methyltransferase activity///protein-arginine omega-N asymmetric methyltransferase activity///protein-arginine omega-N monomethyltransferase activity///protein-arginine N-methyltransferase activity","GO:0035242///GO:0044020///GO:0008469///GO:0035241///GO:0016274///GO:0035242///GO:0035241///GO:0016274","nucleus","GO:0005634","mRNA export from nucleus///negative regulation of DNA-templated transcription, termination///positive regulation of transcription elongation from RNA polymerase II promoter///peptidyl-arginine methylation, to asymmetrical-dimethyl arginine///folic acid biosynthetic process///peptidyl-arginine modification///peptidyl-arginine methylation///peptidyl-arginine modification","GO:0006406///GO:0060567///GO:0032968///GO:0019919///GO:0046656///GO:0018195///GO:0018216///GO:0018195","HMT1","Contig20173:5572..6591",0.21072426922291,0.00308915914843243
"1671","orf19.9232",0.158808128125,-0.25057250534189,0.568188761591891,-0.820058128125,0.882441848903323,0.401305591545152,0.901127152192249,-5.79027145440401,"alpha-1,2-mannosyltransferase activity///alpha-1,2-mannosyltransferase activity///alpha-1,2-mannosyltransferase activity","GO:0000026///GO:0000026///GO:0000026","integral component of membrane///Golgi membrane///Golgi apparatus","GO:0016021///GO:0000139///GO:0005794","fungal-type cell wall organization///filamentous growth///cell-matrix adhesion///cell-matrix adhesion///cell-cell adhesion///cell-cell adhesion///pathogenesis///mannoprotein biosynthetic process///mannoprotein biosynthetic process///mitigation of host defenses by symbiont///cell adhesion involved in multi-species biofilm formation///cell wall mannoprotein biosynthetic process///protein O-linked glycosylation///N-glycan processing","GO:0031505///GO:0030447///GO:0007160///GO:0007160///GO:0098609///GO:0098609///GO:0009405///GO:0006057///GO:0006057///GO:0030682///GO:0043710///GO:0000032///GO:0006493///GO:0006491","KRE2","Contig20123:119257..120642",0.208867670136169,0.00304783449246916
"1672","orf19.8046",0.11432933875,-0.180477997383516,0.409136674883516,-0.13832933875,0.882185810237927,0.401436580487523,0.901127152192249,-5.79049227555422,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20052:17986..19107",0.15041190619057,0.00304716359104951
"1673","orf19.10489",-0.188767118625,-0.675857672762191,0.298323435512191,0.281517118625,-0.881571013507405,0.401751233102864,0.901127152192249,-5.79102229173068,"3',5'-cyclic-AMP phosphodiesterase activity///cyclic-nucleotide phosphodiesterase activity","GO:0004115///GO:0004112","cellular_component","GO:0005575","filamentous growth///negative regulation of filamentous growth///cAMP-mediated signaling///fungal-type cell wall organization///plasma membrane organization///cAMP-mediated signaling///cAMP-mediated signaling///regulation of cell morphogenesis///pathogenesis///pathogenesis///response to neutral pH///pathogenesis///adhesion of symbiont to host///cell adhesion involved in single-species biofilm formation///cell-abiotic substrate adhesion///cellular response to carbon dioxide///cellular developmental process///negative regulation of phenotypic switching///cellular response to drug///cellular response to starvation///cellular response to starvation///cellular response to biotic stimulus///cellular response to biotic stimulus///filamentous growth///filamentous growth///filamentous growth","GO:0030447///GO:0060258///GO:0019933///GO:0031505///GO:0007009///GO:0019933///GO:0019933///GO:0022604///GO:0009405///GO:0009405///GO:0036176///GO:0009405///GO:0044406///GO:0043709///GO:0036164///GO:0071244///GO:0048869///GO:1900240///GO:0035690///GO:0009267///GO:0009267///GO:0071216///GO:0071216///GO:0030447///GO:0030447///GO:0030447","PDE2","Contig20163:100391..102106",0.248515588845505,0.00304555389038495
"1674","orf19.13607",0.123075953666667,-0.1994833215402,0.445635228873533,0.828256325428571,0.886228617411162,0.402378824646998,0.901127152192249,-5.71316767323683,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20241:complement(64461..63469)",0.164571058779013,0.00329132707706919
"1675","orf19.9960",-0.205153724375,-0.735572831517929,0.325265382767929,-0.208846275625,-0.879834339500287,0.402641005077239,0.901127152192249,-5.79251782424652,"tRNA binding///phosphatidylinositol-3,5-bisphosphate binding///tRNA binding///phosphatidylinositol-3-phosphate binding///enzyme activator activity","GO:0000049///GO:0080025///GO:0000049///GO:0032266///GO:0008047","eukaryotic 43S preinitiation complex///cytoplasmic stress granule///cytoplasm///methionyl glutamyl tRNA synthetase complex","GO:0016282///GO:0010494///GO:0005737///GO:0017102","positive regulation of ligase activity///tRNA aminoacylation for protein translation///formation of translation preinitiation complex","GO:0051351///GO:0006418///GO:0001731","ARC1","Contig20148:complement(63445..62336)",0.27062199344027,0.00304101641032641
"1676","orf19.11189",0.166235117125,-0.262281296563898,0.594751530813898,-0.266735117125,0.882461922430123,0.401295323243461,0.901127152192249,-5.79025413970046,"magnesium-dependent protein serine/threonine phosphatase activity///[pyruvate dehydrogenase (lipoamide)] phosphatase activity///protein serine/threonine phosphatase activity///protein serine/threonine phosphatase activity","GO:0004724///GO:0004741///GO:0004722///GO:0004722","mitochondrial matrix///fungal-type vacuole membrane///mitochondrial intermembrane space///mitochondrial inner membrane///mitochondrion","GO:0005759///GO:0000329///GO:0005758///GO:0005743///GO:0005739","regulation of mitophagy///positive regulation of vacuole fusion, non-autophagic///regulation of spore germination///positive regulation of pyruvate dehydrogenase activity///regulation of aerobic respiration///autophagy of mitochondrion///peptidyl-serine dephosphorylation///positive regulation of autophagosome maturation///cellular response to oxidative stress///protein dephosphorylation///macroautophagy///protein dephosphorylation","GO:1901524///GO:0061191///GO:1904359///GO:1904184///GO:1903715///GO:0000422///GO:0070262///GO:1901098///GO:0034599///GO:0006470///GO:0016236///GO:0006470",NA,"Contig20188:complement(4624..3404)",0.218630823310662,0.0030478871044312
"1677","orf19.11843",-0.232710871125,-0.832404370081994,0.366982627831994,0.010960871125,-0.882730218176392,0.401158098581049,0.901127152192249,-5.79002268611431,"RNA methyltransferase activity","GO:0008173","cellular_component","GO:0005575","RNA processing","GO:0006396","TRM1","Contig20203:complement(34687..33026)",0.305966070896425,0.00304859047961681
"1678","orf19.11324",0.139124184625,-0.220882331343041,0.499130700593042,-0.731874184625,0.879089177550397,0.403023210367295,0.901458009178042,-5.79315876913622,"protein transmembrane transporter activity","GO:0008320","endoplasmic reticulum///Sec62/Sec63 complex///endoplasmic reticulum membrane///Sec62/Sec63 complex","GO:0005783///GO:0031207///GO:0005789///GO:0031207","filamentous growth///posttranslational protein targeting to membrane, translocation///posttranslational protein targeting to membrane, translocation","GO:0030447///GO:0031204///GO:0031204","SEC66","Contig20192:complement(139835..139029)",0.183676793861246,0.0030390738325394
"1679","orf19.9002",0.1619749405,-0.257395469637771,0.58134535063777,0.5297750595,0.878599005975215,0.403274766924378,0.901547527221006,-5.79358014061579,"molecular_function","GO:0003674","incipient cellular bud site///cellular bud tip///integral component of membrane///cell periphery///cellular bud neck","GO:0000131///GO:0005934///GO:0016021///GO:0071944///GO:0005935","negative regulation of mitotic cytokinesis","GO:1902413",NA,"Contig20115:35582..37711",0.21396449496825,0.00303779741258411
"1680","orf19.8621",0.258347009,-0.410811686028303,0.927505704028303,0.946652991,0.878243562638811,0.403457250223273,0.901655575014241,-5.79388557228145,"","","","","","",NA,"Contig20083:complement(379..2)",0.34140749746342,0.00303687253204189
"1681","orf19.13064",-0.112642862375,-0.404594783183757,0.179309058433757,0.031142862375,-0.877673536480364,0.403750021378652,0.901917344785924,-5.79437518042848,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20230:190214..192064",0.148955061637121,0.0030353905305923
"1682","orf19.8088",0.159809064375,-0.25448143970704,0.57409956845704,0.340690935625,0.877479729554021,0.403849596746594,0.901917344785924,-5.79454158542642,"Lys63-specific deubiquitinase activity///thiol-dependent ubiquitin-specific protease activity","GO:0061578///GO:0004843","cellular_component","GO:0005575","positive regulation of mitochondrial fusion///cellular response to oxidative stress///protein deubiquitination///ubiquitin recycling///ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway///protein deubiquitination","GO:0010636///GO:0034599///GO:0016579///GO:0010992///GO:0043162///GO:0016579","UBP2","Contig20052:complement(111969..108055)",0.211372706164306,0.0030348870012674
"1683","orf19.7929",-0.112554092125,-0.404798006003087,0.179689821753087,0.271554092125,-0.876105640815418,0.404556082385618,0.902296686589425,-5.79572052003999,"D-leucyl-tRNA(Leu) deacylase activity///D-tyrosyl-tRNA(Tyr) deacylase activity","GO:0097358///GO:0051500","cytoplasm","GO:0005737","D-leucine catabolic process///tRNA metabolic process///D-tyrosine catabolic process","GO:1900832///GO:0006399///GO:1900829","DTD2","Contig20046:complement(113402..112992)",0.149104037692902,0.0030313220156568
"1684","orf19.7723",-0.1999873405,-0.720084758636008,0.320110077636008,1.0402373405,-0.874698677742294,0.40528037380944,0.902692361773546,-5.79692607027141,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20025:complement(4049..3312)",0.265355825579596,0.00302768086432585
"1685","orf19.11241",-0.179679546125,-0.646903343753157,0.287544251503157,-0.367070453875,-0.874811230363716,0.405222399134501,0.902692361773546,-5.79682968926936,"proton-transporting ATP synthase activity, rotational mechanism","GO:0046933","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)///mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)///plasma membrane","GO:0000276///GO:0000276///GO:0005886","ATP synthesis coupled proton transport///cristae formation///protein-containing complex assembly///ATP synthesis coupled proton transport","GO:0015986///GO:0042407///GO:0065003///GO:0015986","ATP20","Contig20191:complement(3980..3624)",0.238379488585794,0.00302797180566659
"1686","orf19.8492",0.231312464125,-0.370427276919534,0.833052205169534,-0.939062464125,0.874441988398075,0.405412613682153,0.902786972679787,-5.79714583981337,"","","","","","",NA,"Contig20076:182962..183369",0.307010071961497,0.00302701755933228
"1687","orf19.8942",0.139575098625,-0.223485209477725,0.502635406727725,-0.506825098625,0.8745201777162,0.405372329296121,0.902786972679787,-5.79707890219384,"flavin adenine dinucleotide binding///tRNA dihydrouridine synthase activity///tRNA dihydrouridine synthase activity","GO:0050660///GO:0017150///GO:0017150","cellular_component","GO:0005575","oxidation-reduction process///tRNA processing///tRNA modification///tRNA processing","GO:0055114///GO:0008033///GO:0006400///GO:0008033","SMM1","Contig20113:complement(15295..13994)",0.185234851072819,0.00302721957406378
"1688","orf19.12929",0.2083160835,-0.335805721416684,0.752437888416684,0.9841839165,0.870898083290847,0.40724145369022,0.902956947558578,-5.80017454092968,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20227:148563..149699",0.277613165773818,0.00301789112329013
"1689","orf19.12588",0.18925547075,-0.307118412227661,0.685629353727661,-0.10225547075,0.867321640236105,0.409092963119007,0.902956947558578,-5.80322066967163,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20218:150982..151530",0.253251981111052,0.00300873984246436
"1690","orf19.11408",0.184210638875,-0.297569215927624,0.665990493677624,-0.222460638875,0.869774628782092,0.407822425284663,0.902956947558578,-5.80113253420025,"RNA binding///ribonuclease T2 activity///endoribonuclease activity","GO:0003723///GO:0033897///GO:0004521","fungal-type vacuole///cytosol///extracellular region///vacuole","GO:0000324///GO:0005829///GO:0005576///GO:0005773","cell morphogenesis///RNA catabolic process///apoptotic process","GO:0000902///GO:0006401///GO:0006915","RNY1","Contig20194:54264..55463",0.245806048368686,0.00301501010087724
"1691","orf19.13834",0.2218736145,-0.358969939186853,0.802717168186853,-0.3071236145,0.868934713541244,0.408257150949803,0.902956947558578,-5.80184807497612,"molecular_function","GO:0003674","cellular_component","GO:0005575","UDP-glucose transmembrane transport","GO:0015786","YMD8","Contig20248:47856..49046",0.296348751881047,0.00301286000737362
"1692","orf19.10402",0.102894277375,-0.166487774451374,0.372276329201374,-0.607144277375,0.868886856516634,0.408281930727422,0.902956947558578,-5.80188882800704,"nucleosome binding///histone binding///chromatin binding","GO:0031491///GO:0042393///GO:0003682","nucleus///replication fork protection complex///FACT complex///nuclear chromatin///transcription elongation factor complex","GO:0005634///GO:0031298///GO:0035101///GO:0000790///GO:0008023","positive regulation of transcription initiation from RNA polymerase II promoter///chromatin remodeling///positive regulation of RNA polymerase II transcription preinitiation complex assembly///DNA-dependent DNA replication///nucleosome assembly///DNA replication-independent nucleosome organization///regulation of sister chromatid cohesion///transcription elongation from RNA polymerase II promoter///regulation of DNA-templated transcription, elongation","GO:0060261///GO:0006338///GO:0045899///GO:0006261///GO:0006334///GO:0034724///GO:0007063///GO:0006368///GO:0032784","SPT16","Contig20162:complement(43522..40340)",0.137439822360395,0.00301273759660442
"1693","orf19.13114",-0.10127475425,-0.365731496793179,0.163181988293179,0.02252475425,-0.871138517709351,0.407117193625568,0.902956947558578,-5.79996938375809,"molecular_function","GO:0003674","integral component of membrane///endoplasmic reticulum///plasma membrane","GO:0016021///GO:0005783///GO:0005886","intracellular protein transport","GO:0006886","YET1","Contig20231:50168..50890",0.134926909460805,0.00301850845973511
"1694","orf19.9076",0.127467501625,-0.206188553961795,0.461123557211795,-0.299967501625,0.869042718685181,0.40820123110237,0.902956947558578,-5.80175609546467,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20119:complement(118822..117299)",0.170232681421834,0.0030131363064674
"1695","orf19.12547",0.10903758825,-0.176854618662553,0.394929795162553,-0.05803758825,0.86759008998302,0.408953782873754,0.902956947558578,-5.80299238808713,"ribosome binding///translation initiation factor activity///small ribosomal subunit rRNA binding///GTP binding///translation initiation factor binding///GTPase activity///translation initiation factor activity///translation initiation factor activity///GTP binding///GTPase activity","GO:0043022///GO:0003743///GO:0070181///GO:0005525///GO:0031369///GO:0003924///GO:0003743///GO:0003743///GO:0005525///GO:0003924","cytoplasmic stress granule///eukaryotic 48S preinitiation complex///cytosolic small ribosomal subunit","GO:0010494///GO:0033290///GO:0022627","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///regulation of translational initiation///formation of cytoplasmic translation initiation complex///mature ribosome assembly///ribosome assembly///translational initiation///translational initiation","GO:0000462///GO:0006446///GO:0001732///GO:0042256///GO:0042255///GO:0006413///GO:0006413","FUN12","Contig20218:complement(68642..65589)",0.145863370873751,0.00300942469353646
"1696","orf19.10601",0.127652672625,-0.210469151701878,0.465774496951878,0.922597327375,0.85881055072975,0.41352285559093,0.903818186413788,-5.81042766681706,"molecular_function","GO:0003674","extrinsic component of mitochondrial inner membrane///mitochondrial intermembrane space","GO:0031314///GO:0005758","cell-abiotic substrate adhesion///cristae formation///phospholipid transport///phosphatidylethanolamine metabolic process///negative regulation of phosphatidylcholine biosynthetic process///cardiolipin metabolic process","GO:0036164///GO:0042407///GO:0015914///GO:0046337///GO:2001246///GO:0032048",NA,"Contig20166:complement(20207..19623)",0.172511134860652,0.00298719835531447
"1697","orf19.13416",0.1518040795,-0.251311858271267,0.554920017271267,-0.3088040795,0.856631690121075,0.414662291333485,0.903818186413788,-5.81226312388072,"cysteine-type endopeptidase activity///calcium-dependent cysteine-type endopeptidase activity///cysteine-type endopeptidase activity","GO:0004197///GO:0004198///GO:0004197","nucleus///cytosol","GO:0005634///GO:0005829","protein quality control for misfolded or incompletely synthesized proteins///apoptotic process///apoptotic process///cellular response to chemical stimulus","GO:0006515///GO:0006915///GO:0006915///GO:0070887","MCA1","Contig20236:complement(273249..271903)",0.205671396822075,0.00298173684319979
"1698","orf19.9823",0.12431001325,-0.205100048205663,0.453720074705664,-0.02581001325,0.85843993997308,0.413716512066843,0.903818186413788,-5.81074014209416,"3-dehydroquinate dehydratase activity///3-dehydroquinate dehydratase activity","GO:0003855///GO:0003855","cellular_component","GO:0005575","quinate catabolic process","GO:0019631","DQD1","Contig20143:complement(92540..92100)",0.168066357885543,0.00298626786252518
"1699","orf19.12132",-0.308341306125,-1.12675161993056,0.510069007680559,-0.333408693875,-0.857040364762332,0.414448408025145,0.903818186413788,-5.81191915651694,"DNA-binding transcription factor activity, RNA polymerase II-specific///sequence-specific DNA binding///DNA binding, bending","GO:0000981///GO:0043565///GO:0008301","nucleus","GO:0005634","signal transduction///positive regulation of transcription by RNA polymerase II///positive regulation of transcription from RNA polymerase II promoter in response to stress///regulation of flocculation///regulation of G1 to G0 transition///regulation of transcription by RNA polymerase II///fungal-type cell wall organization///cellular response to drug///cellular response to drug///cellular response to drug","GO:0007165///GO:0045944///GO:0036003///GO:0060256///GO:1903450///GO:0006357///GO:0031505///GO:0035690///GO:0035690///GO:0035690","RLM1","Contig20212:complement(202134..200299)",0.417556282553857,0.00298275958006682
"1700","orf19.11001",0.1187533865,-0.194439617133404,0.431946390133404,-1.7247533865,0.862530804111206,0.41158240893462,0.903818186413788,-5.80728474169029,"cytochrome-b5 reductase activity, acting on NAD(P)H","GO:0004128","integral component of mitochondrial outer membrane///mitochondrial intermembrane space///mitochondrial outer membrane","GO:0031307///GO:0005758///GO:0005741","oxidation-reduction process///cellular response to oxidative stress///ergosterol biosynthetic process","GO:0055114///GO:0034599///GO:0006696","MCR1","Contig20181:complement(26130..25225)",0.159792348792553,0.00299657348758379
"1701","orf19.12053",0.242069057625,-0.399363824066275,0.883501939316275,1.448930942375,0.858477116182135,0.413697083399913,0.903818186413788,-5.81070880258448,"acid phosphatase activity///acid phosphatase activity","GO:0003993///GO:0003993","cellular_component","GO:0005575","biological_process","GO:0008150","PHO6","Contig20212:complement(36022..34652)",0.327261674332283,0.00298636117266981
